user_id,cheese_id,buy_count,total_price
6063954,p20,1,4165
4024794,p20,3,12495
948209,p20,1,4165
5241814,p20,1,4165
5241814,p20,1,4165
5636212,p20,1,4165
5636212,p20,1,4165
5786423,p20,1,4165
1629464,p20,1,4165
1629464,p41,1,6400
1629464,p41,1,6400
1629464,p41,1,6400
6478326,p20,4,16660
4237092,p20,1,4165
4237092,p20,1,4165
4237092,p20,1,4165
4237092,p20,2,8330
4237092,p41,1,6400
4237092,p41,1,6400
4237092,p41,1,6400
4237092,p41,1,6400
4237092,p41,1,6400
2905562,p20,3,12495
2905562,p20,3,12495
3226808,p20,2,8330
1423558,p20,1,4165
1423558,p20,1,4165
5314079,p20,2,8330
5314079,p20,2,8330
1318884,p20,1,4165
1318884,p20,1,4165
1318884,p20,1,4165
59808,p20,1,4165
653254,p20,2,8330
3452734,p20,1,4165
6142231,p20,1,4165
6142231,p20,1,4165
690800,p20,1,4165
690800,p20,1,4165
4585112,p20,1,4165
12105,p20,2,8330
6279983,p20,2,8330
6279983,p20,2,8330
287282,p20,1,4165
287282,p20,1,4165
287282,p20,1,4165
5317913,p20,1,4165
900201,p20,3,12495
2985134,p20,2,8330
2288358,p20,1,4165
2288358,p20,1,4165
2288358,p41,1,6400
4973369,p20,1,4165
4973369,p20,1,4165
4973369,p5,1,6800
4973369,p41,1,6400
1234046,p20,1,4165
4963244,p20,1,4165
4963244,p34,1,5900
4963244,p5,1,6800
4963244,p5,1,6800
4963244,p5,1,6800
4963244,p12,1,8400
4963244,p3,1,3990
4963244,p26,1,7400
4963244,p26,1,7400
4963244,p26,1,7400
4963244,p34,1,5900
4963244,p34,1,5900
6165305,p20,1,4165
1816479,p20,2,8330
1816479,p20,1,4165
1816479,p21,1,15900
1816479,p21,1,15900
1816479,p41,1,6400
1816479,p41,1,6400
1816479,p41,1,6400
1739789,p20,6,24990
529740,p20,1,4165
3523095,p20,1,4165
3523095,p20,1,4165
6330083,p20,1,4165
6330083,p22,1,11900
6330083,p22,1,11900
6330083,p8,1,4600
6330083,p8,1,4600
6093041,p20,1,4165
6093041,p20,2,8330
3250487,p20,1,4165
3593845,p20,3,12495
5995812,p20,2,8330
5995812,p20,2,8330
632295,p20,1,4165
2411922,p20,2,8330
6259587,p20,1,4165
6259587,p20,1,4165
2274823,p20,1,4165
344834,p20,3,12495
344834,p20,3,12495
6235042,p20,1,4165
1113939,p20,4,16660
828357,p20,2,8330
4863441,p20,1,4165
4836294,p20,1,4165
4836294,p2,1,3870
4836294,p2,1,3870
4836294,p2,1,3870
1339476,p20,1,4165
6525925,p20,1,4165
5781467,p20,1,4165
2163982,p20,1,4165
2163982,p2,2,7740
2163982,p2,2,7740
2163982,p30,1,6900
2163982,p30,2,13800
2163982,p25,1,7900
5451910,p20,2,8330
3854751,p20,1,4165
2263626,p41,1,6400
2007946,p41,2,12800
5341215,p41,1,6400
5341215,p41,1,6400
1333622,p41,2,12800
6424938,p41,1,6400
6424938,p41,1,6400
6424938,p41,1,6400
208108,p41,1,6400
429070,p41,1,6400
429070,p41,1,6400
429070,p41,1,6400
429070,p41,1,6400
429070,p41,1,6400
4919299,p41,1,6400
1187813,p41,1,6400
1187813,p41,1,6400
6086844,p41,1,6400
6086844,p41,1,6400
6086844,p41,1,6400
356278,p41,1,6400
356278,p41,1,6400
3290130,p41,1,6400
5123757,p41,2,12800
5409621,p41,1,6400
6218165,p41,1,6400
4668818,p41,1,6400
6048148,p41,1,6400
6048148,p52,1,5700
1715065,p41,3,19200
5261539,p41,2,12800
5261539,p41,2,12800
5261539,p41,2,12800
5261539,p41,3,19200
1975218,p41,1,6400
907926,p41,4,25600
1509950,p41,1,6400
673596,p41,1,6400
2802572,p41,2,12800
2802572,p8,1,4600
2802572,p16,1,4600
2802572,p16,1,4600
3459511,p41,1,6400
5261672,p41,2,12800
2499264,p41,2,12800
5757456,p41,1,6400
5911097,p41,1,6400
5911097,p22,2,23800
6014305,p41,1,6400
2363834,p41,4,25600
4173643,p41,1,6400
4921305,p41,3,19200
1548080,p18,1,4900
1548080,p18,1,4900
1548080,p18,2,9800
4438218,p18,2,9800
4438218,p18,1,4900
2346443,p18,1,4900
2346443,p46,1,8900
5947684,p18,3,14700
5947684,p2,1,3870
5947684,p2,3,11610
1294147,p18,1,4900
716621,p33,1,6400
716621,p33,1,6400
4887937,p33,1,6400
2753953,p33,1,6400
2753953,p33,1,6400
4650540,p33,1,6400
4650540,p33,1,6400
4650540,p4,5,20825
4650540,p4,4,16660
2994063,p11,1,5500
2171399,p11,1,5500
194812,p11,1,5500
194812,p20,1,4165
194812,p20,1,4165
76110,p27,1,9600
76110,p27,1,9600
76110,p27,2,19200
76110,p27,2,19200
76110,p27,2,19200
76110,p27,2,19200
5972747,p27,9,86400
1684456,p26,3,22200
1684456,p27,2,19200
1684456,p38,8,41040
5894961,p33,1,6400
2654688,p44,1,8900
146199,p22,1,11900
2545621,p22,1,11900
2545621,p22,1,11900
2545621,p21,1,15900
5774814,p54,1,9700
1486884,p54,1,9700
3134515,p21,1,15900
6163606,p21,1,15900
4654312,p21,1,15900
4446225,p21,1,15900
5142281,p21,3,47700
5142281,p21,1,15900
5883780,p21,1,15900
201470,p21,1,15900
201470,p21,1,15900
3175116,p21,1,15900
3175116,p22,1,11900
3175116,p2,4,15480
6465246,p21,1,15900
6465246,p21,1,15900
5053729,p21,1,15900
521169,p21,1,15900
2666440,p21,1,15900
1539294,p21,1,15900
1966831,p21,1,15900
1037022,p21,1,15900
2594530,p25,1,7900
2762577,p25,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p7,1,7900
2762577,p22,1,11900
2762577,p28,1,15900
2762577,p5,2,13600
2762577,p5,1,6800
215338,p25,1,7900
215338,p7,1,7900
215338,p7,1,7900
215338,p7,1,7900
215338,p7,1,7900
215338,p7,1,7900
215338,p7,1,7900
215338,p5,2,13600
5989174,p25,1,7900
5989174,p3,1,3990
5989174,p3,1,3990
225205,p25,1,7900
225205,p2,3,11610
225205,p2,3,11610
225205,p2,2,7740
4341188,p25,10,79000
4341188,p25,1,7900
6139984,p25,2,15800
6139984,p11,1,5500
567937,p25,1,7900
567937,p3,5,19950
6323260,p25,4,31600
5522479,p15,1,6860
5522479,p15,1,6860
540713,p15,1,6860
540713,p15,1,6860
5389597,p15,2,13720
2964972,p15,1,6860
6077648,p15,1,6860
6180394,p15,1,6860
6180394,p16,1,4600
5787255,p15,2,13720
5787255,p15,1,6860
3680984,p15,3,20580
5963473,p15,1,6860
5912784,p15,1,6860
1514531,p15,1,6860
3390002,p15,1,6860
919734,p15,2,13720
3021328,p15,2,13720
2113138,p15,1,6860
3861721,p15,1,6860
6008220,p15,1,6860
1025499,p15,1,6860
4248256,p15,1,6860
2670953,p15,1,6860
5987916,p15,1,6860
5987916,p15,1,6860
6554504,p15,1,6860
2907636,p15,1,6860
2907636,p15,1,6860
4800547,p15,1,6860
341677,p15,1,6860
2729797,p15,1,6860
6228735,p15,1,6860
6161098,p15,2,13720
6426816,p15,1,6860
459404,p15,2,13720
860280,p30,1,6900
860280,p30,1,6900
860280,p23,1,7200
860280,p12,20,168000
860280,p12,10,84000
860280,p12,20,168000
860280,p45,1,10500
860280,p45,1,10500
860280,p45,1,10500
4894397,p21,1,15900
5809613,p8,1,4600
5809613,p8,1,4600
6490236,p8,1,4600
3028292,p8,1,4600
4836864,p8,1,4600
6295098,p8,1,4600
5771252,p8,1,4600
2921086,p8,1,4600
4624850,p8,1,4600
4587315,p22,1,11900
4561152,p22,1,11900
3928213,p22,1,11900
3928213,p8,1,4600
3767886,p44,1,8900
6160699,p44,1,8900
3794457,p44,1,8900
4469725,p44,1,8900
4469725,p22,1,11900
4469725,p5,1,6800
4507897,p44,1,8900
4507897,p11,1,5500
4507897,p2,1,3870
1373318,p44,1,8900
3185146,p44,1,8900
457047,p44,1,8900
2490856,p44,1,8900
4582780,p44,1,8900
4582780,p2,1,3870
3068850,p44,15,133500
2810091,p44,2,17800
2987565,p44,1,8900
297918,p44,1,8900
297918,p11,1,5500
3222170,p44,1,8900
4738355,p44,1,8900
4958514,p44,1,8900
3420134,p44,1,8900
6364989,p44,1,8900
3395866,p44,1,8900
386170,p44,1,8900
287854,p44,1,8900
128879,p44,1,8900
235570,p44,1,8900
235570,p36,1,5130
235570,p11,2,11000
235570,p4,1,4165
235570,p10,30,165000
235570,p10,30,165000
235570,p4,2,8330
235570,p4,2,8330
235570,p4,2,8330
235570,p4,1,4165
235570,p4,1,4165
4102713,p31,1,7900
4102713,p4,3,12495
2615516,p31,1,7900
897440,p31,1,7900
3015902,p31,1,7900
1352984,p31,1,7900
2772002,p31,1,7900
5501214,p31,1,7900
109743,p62,2,15000
4451358,p62,3,22500
4451358,p62,3,22500
1554414,p62,1,7500
3561571,p62,4,30000
864752,p39,3,17700
864752,p15,1,6860
1796919,p39,1,5900
1722920,p39,1,5900
5521416,p39,1,5900
5521416,p33,1,6400
6440779,p58,1,7900
6440779,p58,1,7900
6440779,p46,1,8900
3514040,p58,1,7900
1793353,p58,1,7900
2983395,p9,1,4600
2983395,p17,1,6240
2983395,p5,7,47600
2983395,p5,5,34000
2983395,p5,10,68000
1448570,p9,1,4600
4703477,p9,1,4600
5358544,p9,1,4600
5358544,p9,1,4600
3381968,p9,1,4600
6038019,p9,1,4600
3764869,p9,1,4600
3123840,p9,1,4600
3123840,p5,1,6800
3123840,p21,1,15900
3054325,p9,1,4600
3054325,p21,1,15900
5790642,p9,1,4600
5815692,p9,1,4600
5367232,p9,1,4600
5367232,p9,1,4600
1444459,p9,1,4600
1294171,p9,1,4600
1305506,p9,1,4600
4333067,p9,1,4600
69461,p9,1,4600
45513,p9,1,4600
45513,p9,1,4600
1373436,p9,1,4600
1656682,p9,1,4600
3079772,p9,1,4600
6565320,p9,1,4600
6565320,p9,1,4600
2698988,p9,2,9200
4506527,p9,1,4600
5955742,p9,1,4600
5955742,p11,1,5500
237033,p9,1,4600
4149529,p9,1,4600
6091538,p9,1,4600
6389368,p9,1,4600
6389368,p12,1,8400
3794463,p9,1,4600
3794463,p4,1,4165
5066254,p9,1,4600
14325,p9,1,4600
14325,p9,1,4600
1129985,p9,1,4600
4580952,p9,1,4600
4580952,p2,8,30960
4580952,p2,8,30960
2044673,p9,1,4600
2044673,p6,1,6600
6434368,p9,1,4600
5942981,p9,1,4600
5381338,p9,1,4600
517355,p9,1,4600
1687086,p9,1,4600
6183733,p9,1,4600
6547584,p9,1,4600
2640334,p9,1,4600
1585532,p9,1,4600
6014884,p9,1,4600
6014884,p5,1,6800
6014884,p10,1,5500
6014884,p10,1,5500
5975901,p9,1,4600
5975901,p9,1,4600
5975901,p9,1,4600
3440466,p19,1,4900
3440466,p12,1,8400
1508146,p19,1,4900
1508146,p34,1,5900
3038298,p19,1,4900
1584789,p46,1,8900
923260,p46,1,8900
923260,p46,1,8900
2572874,p46,1,8900
2572874,p7,1,7900
33833,p46,1,8900
33833,p33,1,6400
33833,p33,1,6400
5067541,p9,1,4600
5067541,p4,1,4165
4508472,p10,1,5500
4179916,p10,1,5500
4179916,p10,1,5500
4179916,p10,1,5500
4179916,p10,1,5500
4179916,p5,1,6800
4442333,p10,1,5500
4442333,p9,1,4600
4297300,p10,1,5500
6398785,p10,2,11000
6398785,p15,1,6860
1858217,p10,1,5500
3615949,p10,1,5500
3615949,p7,1,7900
3615949,p7,1,7900
3615949,p7,1,7900
5032381,p10,1,5500
5032381,p10,1,5500
543195,p10,2,11000
543195,p10,2,11000
2892345,p10,1,5500
2892345,p10,1,5500
2892345,p5,1,6800
2892345,p5,1,6800
1611256,p10,1,5500
4650724,p10,1,5500
4650724,p11,1,5500
4322104,p10,1,5500
4322104,p43,1,12950
4322104,p10,1,5500
2617466,p10,1,5500
1496233,p10,1,5500
1496233,p9,1,4600
2868366,p10,1,5500
2868366,p17,1,6240
2411913,p10,1,5500
2411913,p8,1,4600
2411913,p9,1,4600
749378,p10,1,5500
5997918,p21,1,15900
1902266,p21,1,15900
1902266,p21,1,15900
417311,p21,1,15900
417311,p21,1,15900
417311,p21,1,15900
417311,p21,1,15900
417311,p21,1,15900
417311,p39,1,5900
5411289,p21,1,15900
4509821,p21,1,15900
876324,p21,1,15900
876324,p21,1,15900
3536844,p21,1,15900
4162858,p21,1,15900
6246370,p21,1,15900
1364358,p21,1,15900
5382465,p21,1,15900
3191929,p21,2,31800
4865854,p21,1,15900
4865854,p2,2,7740
2854397,p15,1,6860
2854397,p15,1,6860
5376398,p15,1,6860
5376398,p10,1,5500
5376398,p10,1,5500
104901,p15,2,13720
3531812,p51,2,15000
3531812,p51,1,7500
3531812,p18,3,14700
3531812,p1,1,14900
2466705,p51,2,15000
2466705,p51,2,15000
2466705,p51,1,7500
6577044,p51,2,15000
6577044,p51,2,15000
3290745,p51,2,15000
5654895,p51,1,7500
5654895,p2,1,3870
5654895,p2,1,3870
5654895,p11,1,5500
5654895,p11,1,5500
5654895,p51,1,7500
5654895,p26,1,7400
5654895,p7,2,15800
5654895,p33,1,6400
5654895,p33,1,6400
5654895,p33,1,6400
5654895,p47,1,9900
5654895,p47,1,9900
5654895,p47,1,9900
5654895,p47,1,9900
5654895,p47,1,9900
5654895,p47,1,9900
5654895,p47,1,9900
5654895,p42,1,6800
5654895,p42,1,6800
5654895,p42,1,6800
5654895,p2,2,7740
5654895,p2,2,7740
5654895,p29,1,8400
5654895,p66,1,13500
5654895,p66,3,40500
5654895,p21,1,15900
5654895,p10,1,5500
5654895,p10,1,5500
5654895,p10,1,5500
5654895,p18,2,9800
5654895,p18,2,9800
373873,p51,1,7500
373873,p10,1,5500
373873,p21,1,15900
5711164,p51,1,7500
5711164,p42,1,6800
2620470,p30,1,6900
4601954,p30,1,6900
6352145,p65,1,5900
6352145,p5,1,6800
3330060,p65,1,5900
3330060,p15,1,6860
4469093,p50,1,8900
4469093,p8,1,4600
4469093,p8,1,4600
2456430,p2,2,7740
5731623,p2,1,3870
5731623,p4,1,4165
5731623,p4,1,4165
1900416,p2,2,7740
246273,p2,2,7740
3520722,p2,1,3870
5507013,p2,2,7740
5507013,p12,1,8400
701351,p2,2,7740
701351,p17,2,12480
701351,p17,3,18720
701351,p17,1,6240
59183,p2,1,3870
2256597,p2,1,3870
2256597,p2,1,3870
2256597,p2,1,3870
2256597,p2,1,3870
2263204,p2,1,3870
2263204,p2,1,3870
2263204,p1,5,74500
2263204,p1,5,74500
2263204,p1,5,74500
2263204,p42,2,13600
2263204,p2,1,3870
2263204,p2,1,3870
2790867,p2,5,19350
2848773,p2,1,3870
2848773,p16,2,9200
146980,p2,5,19350
4269086,p2,2,7740
4269086,p22,1,11900
4269086,p16,1,4600
440002,p2,2,7740
440002,p5,1,6800
440002,p31,1,7900
440002,p8,1,4600
6165160,p2,2,7740
5786073,p2,3,11610
362458,p2,2,7740
6198018,p2,5,19350
6198018,p2,1,3870
2279206,p2,3,11610
1600849,p2,2,7740
1600849,p2,2,7740
1600849,p2,3,11610
1600849,p2,2,7740
1600849,p2,1,3870
4819411,p2,1,3870
2875581,p2,1,3870
2277378,p2,1,3870
5494323,p2,3,11610
224485,p2,1,3870
224485,p2,1,3870
37268,p2,1,3870
37268,p1,1,14900
37268,p11,1,5500
37268,p32,1,7600
3309562,p23,1,7200
3309562,p19,1,4900
6554833,p23,1,7200
6554833,p19,1,4900
344882,p23,1,7200
344882,p2,1,3870
344882,p2,1,3870
386220,p23,1,7200
386220,p11,1,5500
386220,p19,1,4900
2645558,p23,1,7200
5135229,p23,1,7200
5135229,p23,1,7200
5135229,p23,1,7200
151584,p23,1,7200
1808868,p23,5,36000
3757714,p23,1,7200
3757714,p23,1,7200
3757714,p23,1,7200
3757714,p19,2,9800
3757714,p19,2,9800
3757714,p19,2,9800
5416754,p23,1,7200
191094,p23,1,7200
191094,p19,1,4900
846924,p23,1,7200
1464357,p23,1,7200
1464357,p3,2,7980
1464357,p3,2,7980
1464357,p3,2,7980
1464357,p3,2,7980
2075576,p23,1,7200
2075576,p19,1,4900
129391,p23,1,7200
129391,p12,1,8400
129391,p12,1,8400
129391,p9,1,4600
6579397,p23,3,21600
732873,p23,3,21600
732873,p19,3,14700
3306691,p23,3,21600
3306691,p19,2,9800
4592902,p23,1,7200
2666686,p23,1,7200
2666686,p19,1,4900
764494,p23,1,7200
4397194,p23,2,14400
872813,p23,1,7200
872813,p12,1,8400
872813,p19,1,4900
5885111,p23,1,7200
5885111,p12,2,16800
1799518,p23,1,7200
1799518,p4,1,4165
1799518,p2,1,3870
1799518,p3,1,3990
1799518,p24,1,8240
1799518,p1,5,74500
1499649,p5,1,6800
1499649,p22,1,11900
1987790,p5,1,6800
1891928,p5,1,6800
1891928,p13,1,3900
1891928,p13,1,3900
6138950,p58,2,15800
6138950,p26,2,14800
2199264,p58,1,7900
5170814,p6,1,6600
4972784,p46,1,8900
4972784,p46,1,8900
3374252,p16,1,4600
6590595,p16,1,4600
6590595,p16,1,4600
3314814,p16,1,4600
3786314,p8,1,4600
3786314,p8,1,4600
4921193,p27,1,9600
4921193,p27,2,19200
6487351,p52,1,5700
6487351,p13,4,15600
6487351,p52,1,5700
3396720,p52,1,5700
1150733,p52,2,11400
885903,p8,1,4600
2357899,p8,1,4600
2357899,p5,1,6800
3251944,p8,1,4600
3033570,p34,2,11800
3033570,p34,2,11800
566842,p22,1,11900
4956621,p22,1,11900
4956621,p30,1,6900
2638545,p22,1,11900
2638545,p22,1,11900
2638545,p8,1,4600
2517139,p22,1,11900
2517139,p22,1,11900
2517139,p22,2,23800
2517139,p15,1,6860
2517139,p8,1,4600
2517139,p13,1,3900
2517139,p22,2,23800
2245559,p22,1,11900
2245559,p22,1,11900
2245559,p22,1,11900
2245559,p13,1,3900
3219071,p22,1,11900
3219071,p13,1,3900
3219071,p22,1,11900
3219071,p13,1,3900
3194338,p22,1,11900
3988939,p22,3,35700
2460716,p22,1,11900
2460716,p13,1,3900
2460716,p13,1,3900
6204957,p22,1,11900
5069271,p4,1,4165
4161755,p4,2,8330
2331339,p4,1,4165
5413852,p4,12,49980
5413852,p4,12,49980
5413852,p2,4,15480
3554561,p4,1,4165
3554561,p4,1,4165
3442031,p4,1,4165
3442031,p4,1,4165
793414,p4,1,4165
793414,p4,1,4165
284153,p4,1,4165
1121451,p4,3,12495
1121451,p4,2,8330
1121451,p4,2,8330
4453128,p4,6,24990
2363879,p4,1,4165
5002068,p4,4,16660
4754610,p4,2,8330
4754610,p4,2,8330
3989410,p4,2,8330
4003168,p4,1,4165
4003168,p5,1,6800
3744093,p4,3,12495
5852691,p4,2,8330
5852691,p22,2,23800
61567,p4,6,24990
5103027,p4,2,8330
5103027,p4,1,4165
2987226,p4,2,8330
2987226,p4,1,4165
5068467,p4,1,4165
5068467,p4,1,4165
5068467,p4,1,4165
6033980,p4,1,4165
1526482,p4,1,4165
1526482,p4,1,4165
1526482,p4,1,4165
1526482,p26,1,7400
1526482,p3,1,3990
6049597,p4,1,4165
5307953,p4,2,8330
1595133,p4,1,4165
1976132,p4,5,20825
3617555,p4,4,16660
5036268,p4,1,4165
5036268,p12,1,8400
5036268,p3,1,3990
4048402,p4,1,4165
4048402,p2,4,15480
3724111,p4,1,4165
1441534,p4,1,4165
1441534,p4,1,4165
1441534,p19,1,4900
1441534,p39,1,5900
6219688,p4,7,29155
5546334,p4,2,8330
851097,p4,1,4165
851097,p4,1,4165
851097,p28,1,15900
851097,p5,1,6800
851097,p2,1,3870
851097,p2,1,3870
851097,p2,2,7740
4467687,p4,4,16660
4189983,p4,3,12495
1609804,p4,2,8330
1609804,p4,1,4165
1609804,p4,1,4165
1609804,p4,1,4165
1609804,p4,1,4165
4497428,p4,2,8330
147642,p4,1,4165
3430749,p4,1,4165
3359621,p4,5,20825
3359621,p4,5,20825
